🎼音樂,#genre#
CCTV5+,rtsp://116.176.26.18/PLTV/88888910/224/3221225570/10000100000000060000000000107350_0.smil
CCTV6,rtsp://116.176.26.18/PLTV/88888910/224/3221225600/10000100000000060000000000295673_0.smil
CCTV7,rtsp://116.176.26.18/PLTV/88888910/224/3221225572/10000100000000060000000000107352_0.smil
CCTV8,rtsp://116.176.26.18/PLTV/88888910/224/3221225601/10000100000000060000000000295674_0.smil
CCTV9,rtsp://116.176.26.18/PLTV/88888910/224/3221225575/10000100000000060000000000107355_0.smil
CCTV10,rtsp://116.176.26.18/PLTV/88888910/224/3221225577/10000100000000060000000000107357_0.smil
CCTV11,rtsp://116.176.26.18/PLTV/88888910/224/3221225843/376430589.smil
CCTV12,rtsp://116.176.26.18/PLTV/88888910/224/3221225578/10000100000000060000000000107358_0.smil
CCTV13,rtsp://116.176.26.18/PLTV/88888910/224/3221225844/376430600.smil
CCTV14,rtsp://116.176.26.18/PLTV/88888910/224/3221225579/10000100000000060000000000107359_0.smil
CCTV15,rtsp://116.176.26.18/PLTV/88888910/224/3221225847/376430588.smil
CCTV16,rtsp://116.176.26.18/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil
CCTV17,rtsp://116.176.26.18/PLTV/88888910/224/3221225612/10000100000000060000000000804195_0.smil
CCTV1,http://tv.20191209.xyz:37377/migu/608807420.m3u8?migutoken=004b385f879c68b1898b3b528c53ce2cc69a05fc6ccef397d5ff725950f98cc37983a6c0565ab535a964de0b80663b3a394fd8a43c51d0547d2e232162525de45bdb07292d1fc1944aea97f0
CCTV2,http://tv.20191209.xyz:37377/migu/631780532.m3u8?migutoken=862217ff2cffee0a741039e700509cb8f9a8b1920fe6cee55afb89ef1551eba3ecc744e93cf8e52cd8b4bf1a27c7a074745b640058072bfa4ad145917cdeb959261218d7b78174684a74ae78
CCTV3,http://tv.20191209.xyz:37377/migu/624878271.m3u8?migutoken=6bf1444e1fd674ffdba5c57e719cecb87358abd9dfd0059ccfaceb24503ca14f393ec4b44fc2a4b2b5eded13d1f30a2052d85600414a1274345fcd95bd9848cf13bffeef1945f996928f0095
CCTV4,http://tv.20191209.xyz:37377/migu/631780421.m3u8?migutoken=40b6a739d50c9611ac1bd3d6237cc8012f7bd8bd06945da894d03e393a3af480e950d8dc5e1a28cc2b74626afd48a747c2298114358e3f95be67743f3627ea5c2b12422eb6f434b52d57ce8c
CCTV5,http://tv.20191209.xyz:37377/migu/641886683.m3u8?migutoken=81d12cec2983a402e950068a320720875c9b84d86ead50b7ee5cc3d407f55f3d85a8e298762710bc211027e047162ea27025e20dda4ac4921a6c1d8b950dbe297e15174889d5122c0e3462d0
CCTV5+,http://tv.20191209.xyz:37377/migu/641886773.m3u8?migutoken=dfc218ce4c1ff00475c0aef03e0b883bf8a277b36671d5ca1eb7cc5f7ce7919d01ee050351170891d6e103aa7adea25827c13c901ccf6cdf4a8a370e7fd90c8b198dcb1e8814bbf2ed4fb0c8
CCTV6,http://tv.20191209.xyz:37377/migu/624878396.m3u8?migutoken=14b6f481c50ac947cd74bf4b212c490bc99f4bebefd4ce18011c9eb269208a0ce9740af370135e855763df734bac8f57f36721ae54b6afc81829420e84f46c65a2de80938b057c6ec23459eb
CCTV7,http://tv.20191209.xyz:37377/migu/673168121.m3u8?migutoken=76fbb50f9a12de455452a0b92fde921c6a9a596f2e4035246492270152653570a478746ff105876f101081cb38974e61faa26aebb018bef93a4d7b8a840fa3beb2b478fdb581d84460caa867
CCTV8,http://tv.20191209.xyz:37377/migu/624878356.m3u8?migutoken=9d347588ab808559db972d3c94b0d970ec130153e4a6dde98c4466f1d3f85f58de23d16994f2f0ed903aa6727a7282cb17103e67b69c8e3f31d253bb78039a4df119e2cfeba6916d123a8003
CCTV9,http://tv.20191209.xyz:37377/migu/673168140.m3u8?migutoken=f031388105c748c586faaad9c60beb6810562043675d6edc5e20d12b433d4ca6cb365c3f3ae060a000a9d0dfcfe0e27fef16bfe073d28cb40758aaa79ab380a9015815cfe9bfc4e6413e284a
CCTV10,http://tv.20191209.xyz:37377/migu/624878405.m3u8?migutoken=06cf776d6a6cbe5cb707174dfad937c2164030bf7ce5f589493870891966f9cdaa5f56bad6e7874d683d5b1e3d9a6e59d0f7c78276d5ec47d979ae42b67833e261a2dda0118f3edcabd6a85b
CCTV11,http://tv.20191209.xyz:37377/migu/667987558.m3u8?migutoken=d3962834d5d359e6f7f25a8880b73dac381a999ef87ba6b7f0f985bb5308a73061bbf5a9abdf873debb3b83b31eb7eff72f410c853c86f404b3f3ef269aeb631982e338f1400adcaf902fff7
CCTV12,http://tv.20191209.xyz:37377/migu/673168185.m3u8?migutoken=3d92babc7a67aec41de5c1dc227d2bd8fd9aa5b6b3edb965f88dd9646adaa606101488515fe666e97721c2225a097e6a0f713f1e60f7427247164488ed52f9ec583d71d650f5382f878e71aa
CCTV13,http://tv.20191209.xyz:37377/migu/608807423.m3u8?migutoken=948b8b51df7e776bcf238bb9088879a2b71a25a424b0d80d5e71375315cda109c5aab5c79693c4324d45ad012e70208234f659abbe606a595a03d29e06ce931ed56f129fbc95a505ab84f72c
CCTV14,http://tv.20191209.xyz:37377/migu/624878440.m3u8?migutoken=d84c14c00275d7fa951be2b0a959b0c1af15c62e7f86732fa2306e3a9


CCTV1,rtsp://60.13.39.18/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil
CCTV2,rtsp://60.13.39.18/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil
CCTV3,rtsp://60.13.39.18/PLTV/88888910/224/3221225598/10000100000000060000000000295671_0.smil
CCTV4,rtsp://60.13.39.18/PLTV/88888910/224/3221225850/376430583.smil
CCTV5,rtsp://60.13.39.18/PLTV/88888910/224/3221225609/10000100000000060000000000790217_0.smil
CCTV6,rtsp://60.13.39.18/PLTV/88888910/224/3221225600/10000100000000060000000000295673_0.smil
CCTV7,rtsp://60.13.39.18/PLTV/88888910/224/3221225572/10000100000000060000000000107352_0.smil
CCTV8,rtsp://60.13.39.18/PLTV/88888910/224/3221225601/10000100000000060000000000295674_0.smil
CCTV9,rtsp://60.13.39.18/PLTV/88888910/224/3221225575/10000100000000060000000000107355_0.smil
CCTV10,rtsp://60.13.39.18/PLTV/88888910/224/3221225577/10000100000000060000000000107357_0.smil
CCTV11,rtsp://60.13.39.18/PLTV/88888910/224/3221225843/376430589.smil
CCTV12,rtsp://60.13.39.18/PLTV/88888910/224/3221225578/10000100000000060000000000107358_0.smil
CCTV13,rtsp://60.13.39.18/PLTV/88888910/224/3221225844/376430600.smil
CCTV14,rtsp://60.13.39.18/PLTV/88888910/224/3221225579/10000100000000060000000000107359_0.smil
CCTV15,rtsp://60.13.39.18/PLTV/88888910/224/3221225847/376430588.smil
CCTV16,rtsp://60.13.39.18/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil
CCTV17,rtsp://60.13.39.18/PLTV/88888910/224/3221225612/10000100000000060000000000804195_0.smil
CCTV5+,rtsp://60.13.39.18/PLTV/88888910/224/3221225570/10000100000000060000000000107350_0.smil

CCTV1,rtsp://116.176.26.19/PLTV/88888910/224/3221225567/10000100000000060000000000107347_0.smil
CCTV2,rtsp://116.176.26.19/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil
CCTV3,rtsp://116.176.26.19/PLTV/88888910/224/3221225598/10000100000000060000000000295671_0.smil
CCTV4,rtsp://116.176.26.19/PLTV/88888910/224/3221225850/376430583.smil
CCTV5,rtsp://116.176.26.19/PLTV/88888910/224/3221225609/10000100000000060000000000790217_0.smil
CCTV6,rtsp://116.176.26.19/PLTV/88888910/224/3221225600/10000100000000060000000000295673_0.smil
CCTV7,rtsp://116.176.26.19/PLTV/88888910/224/3221225572/10000100000000060000000000107352_0.smil
CCTV8,rtsp://116.176.26.19/PLTV/88888910/224/3221225601/10000100000000060000000000295674_0.smil
CCTV9,rtsp://116.176.26.19/PLTV/88888910/224/3221225575/10000100000000060000000000107355_0.smil
CCTV10,rtsp://116.176.26.19/PLTV/88888910/224/3221225577/10000100000000060000000000107357_0.smil
CCTV11,rtsp://116.176.26.19/PLTV/88888910/224/3221225843/376430589.smil
CCTV12,rtsp://116.176.26.19/PLTV/88888910/224/3221225578/10000100000000060000000000107358_0.smil
CCTV13,rtsp://116.176.26.19/PLTV/88888910/224/3221225844/376430600.smil
CCTV14,rtsp://116.176.26.19/PLTV/88888910/224/3221225579/10000100000000060000000000107359_0.smil
CCTV15,rtsp://116.176.26.19/PLTV/88888910/224/3221225847/376430588.smil
CCTV16,rtsp://116.176.26.19/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil
CCTV17,rtsp://116.176.26.19/PLTV/88888910/224/3221225612/10000100000000060000000000804195_0.smil
CCTV5+,rtsp://116.176.26.19/PLTV/88888910/224/3221225570/10000100000000060000000000107350_0.smil

CCTV1,http://www.xzbn.site:35455/gaoma/cctv1.m3u8
CCTV2,http://www.xzbn.site:35455/gaoma/cctv2.m3u8
CCTV3,http://www.xzbn.site:35455/gaoma/cctv3.m3u8
CCTV4,http://www.xzbn.site:35455/gaoma/cctv4.m3u8
CCTV5,http://www.xzbn.site:35455/gaoma/cctv5.m3u8
CCTV5+,http://www.xzbn.site:35455/gaoma/cctv5p.m3u8
CCTV7,http://www.xzbn.site:35455/gaoma/cctv7.m3u8
CCTV8,http://www.xzbn.site:35455/gaoma/cctv8.m3u8
CCTV9,http://www.xzbn.site:35455/gaoma/cctv9.m3u8
CCTV10,http://www.xzbn.site:35455/gaoma/cctv10.m3u8
CCTV11,http://www.xzbn.site:35455/gaoma/cctv11.m3u8
CCTV12,http://www.xzbn.site:35455/gaoma/cctv12.m3u8
CCTV13,http://www.xzbn.site:35455/gaoma/cctv13.m3u8
CCTV14,http://www.xzbn.site:35455/gaoma/cctv14.m3u8
CCTV15,http://www.xzbn.site:35455/gaoma/cctv15.m3u8
CCTV16,http://www.xzbn.site:35455/gaoma/cctv16.m3u8
CCTV164K,http://www.xzbn.site:35455/gaoma/cctv4k16_10m.m3u8
CCTV16-4K,http://www.xzbn.site:35455/gaoma/cctv4k16.m3u8
CCTV17,http://www.xzbn.site:35455/gaoma/cctv17.m3u8

CCTV16,https://yunmei.tv/main/cctv-16.m3u8

CCTV13,http://eastscreen.tv/ooooo.php?id=CCTV13HD
CCTV16,http://eastscreen.tv/ooooo.php?id=CCTV16HD
CHC家庭影院,https://gdcucc.v1.mk/gdcucc/chcjtyy.m3u8
CHC动作电影,https://gdcucc.v1.mk/gdcucc/chcdzdy.m3u8
CHC家庭影院,http://eastscreen.tv/ooooo.php?id=chcjt
CHC动作电影,http://eastscreen.tv/ooooo.php?id=chcdz
CHC影迷电影,http://eastscreen.tv/ooooo.php?id=chchd
港闽AKtv,#genre#
Plus综合AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/tvbplus/AKTV.m3u8
pₒₚc电影AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/popc/AKTV.m3u8
美亚电影AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/hk-1/AKTV.m3u8
凤凰中文AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
凤凰资讯AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
凤凰香港AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-5/AKTV.m3u8
中天新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
无线新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-1/AKTV.m3u8
无线新美AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
无线翡翠AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null/AKTV.m3u8
无线明珠AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8
无线赛马AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/mytvsuper18/AKTV.m3u8
28ai赛马AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/28ai/AKTV.m3u8
黄金翡翠AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-21/AKTV.m3u8
无线娱乐AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/hk/AKTV.m3u8
无线经典AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-15/AKTV.m3u8
无线翡剧AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-18/AKTV.m3u8
无线明剧AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-19/AKTV.m3u8
无线J1美AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-17/AKTV.m3u8
tvbs新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
东森新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
寰宇新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
东方国际AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/null/AKTV.m3u8
国家地理AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv2/lovenaturehd/AKTV.m3u8
channeluAKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/channeluhd/AKTV.m3u8
channel5AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/channel5hd/AKTV.m3u8
channel8AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/channel8hd/AKTV.m3u8
thrIll电影AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/thrill/AKTV.m3u8
NHK新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhkworldjapan/AKTV.m3u8
CNA新闻AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-3/AKTV.m3u8
TVN韩综AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/tvn/AKTV.m3u8
KIX_韩综AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/kix/AKTV.m3u8
DW_综合AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/dw/AKTV.m3u8
france24AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/france24/AKTV.m3u8
rock影综AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv/rockaction/AKTV.m3u8
Nick综合AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickelodeon/AKTV.m3u8
Nick卡通AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickjr/AKTV.m3u8
AXN电影AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv2/axn/AKTV.m3u8
AniMAX_AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/animaxhk/AKTV.m3u8
ZooMoo-AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/zoomoo/AKTV.m3u8
NHK日本AKtv,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhk/AKTV.m3u8

❤️❤️电视台,#genre#
广东珠江,https://www.shqsy.com/tv/zb/yfy.php?id=gdzj
广东珠江,http://live.wqwqwq.sbs/itv/1000000004000011655.m3u8?cdn=ystenlive
广东珠江,http://tvcdn.kkmz.top/itv/1000000004000011655.m3u8?cdn=ystenlive
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东珠江,http://222.128.55.152:9080/live/gdzj.m3u8
广东珠江,http://mom.coms.hk:9901/tsfile/live/1007_1.m3u8?key=txiptv


江苏卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225569/10000100000000060000000000107349_0.smil
浙江卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225530/10000100000000060000000000107310_0.smil
安徽卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225524/10000100000000060000000000107304_0.smil
山东卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225526/10000100000000060000000000107306_0.smil
湖南卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225574/10000100000000060000000000107354_0.smil
湖北卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225528/10000100000000060000000000107308_0.smil
天津卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225529/10000100000000060000000000107309_0.smil
辽宁卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225525/10000100000000060000000000107305_0.smil
黑龙江卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225573/10000100000000060000000000107353_0.smil
广东卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225527/10000100000000060000000000107307_0.smil
北京卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225576/10000100000000060000000000107356_0.smil
深圳卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225571/10000100000000060000000000107351_0.smil
重庆卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225856/376468527.smil
河北卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225846/376430610.smil
贵州卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225854/376430616.smil
东南卫视,rtsp://116.176.26.19/PLTV/88888910/224/3221225853/376430608.smil

东方卫视,rtsp://60.13.39.18/PLTV/88888910/224/3221225531/10000100000000060000000000107311_0.smil
江苏卫视,rtsp://60.13.39.18/PLTV/88888910/224/3221225569/10000100000000060000000000107349_0.smil
浙江卫视,rtsp://60.13.39.18/PLTV/88888910/224/3221225530/10000100000000060000000000107310_0.smil
安徽卫视,rtsp://60.13.39.18/PLTV/88888910/224/3221225524/10000100000000060000000000107304_0.smil
